video-name,f-init,n-frames,video-frames,sentences
v_1opIvQF0m_M,0,3481,3479,A person on a skateboard moves over and ramp and up on a corner.
v_1oyWMusaDTI,0,1824,1863,A man is kite surfing on the edge of the board.
v_1pOmOTz-bzk,0,59720,63589,A person is seen riding along the water in a kayak.
v_1PpVSeE2BJ8,0,1447,1446,A baby boy is seated at a restaurant table.
v_6S9NCdsUxfE,0,49970,50003,A man is seen waxing a set of skis while looking back to speak to the camera.
v_6SFW4g4UVKI,0,818,817,A man's face is moving back and forth.
v_6SHSstpZN1I,0,3254,3252,We see kids on dirt bikes on a dirt field with adults standing over them.
v_6sorAV7KJxA,0,183110,201247,This man is shown standing on the roof saying a few words.
v_6SWx37_Byzs,0,1014,1012,A man and woman are seen performing a dancing routine on a floor with one another.
v_6tdIiKzMVcg,0,202110,202096,We see strong men arm wrestling.
v_6TgVNz6PATk,0,982,1050,A person in red jacket is standing at the side of the lane.
v_6tveUnZe7WA,0,1518,1513,A white male is dressed outside in a Scotland uniform standing outside in the middle of a cemetery.
v_6TxGVSw6Ayw,0,2102,2100,We see three separate intro screens.
v_6tzQ5-VBgVU,0,4783,4781,A man is seen riding around on roller blades in a park and performs a grind while the camera slows down.
v_6uhLrPgbpUA,0,767,1381,"Several bicycle racers dressed in motocross suits and wearing helmets are lined up at the start line, waiting to race."
v_6uNhwOSZXco,0,151000,161489,A man in a snow jacket is seated in a ski lift.
v_6URUyopL8qM,0,2389,2387,A sign appears in a yard and a red van comes traveling down the road.
v_6V6XB0KmYkk,37,3684,3738,A large group of people are seen playing hockey around an arena performing various tricks with the puck.
v_6VD_qwIgTzU,114,3048,3275,A tattoo artist is seen tattooing a girls foot and leads into a man speaking to the camera.
v_6VNFwlzQiuc,0,6576,6574,"A person is seen speaking to the camera and walking into a tattoo shop, followed by a person getting tattooed by an artist."
v_6VW7ZPurE7c,0,88860,90156,A small dog is seen wearing an outfit and walking on two legs while people stand around him and watch.
v_6w4OWjY6k_k,0,1339,1339,A young child is seen walking forward with a stick in his hand and pushing a puck down a track.
v_6WlnhNQOWFA,95,3566,3813,A man is seen standing before a game of hopscotch drawn out and begins jumping down the path while others follow.
v_6wTk8QqWxuo,0,49130,49162,A boy is helping his father push a mower.
v_6x3qs7jQQko,0,205220,205192,A woman is styling the hair of a mannequin.
v_6XINT0LDdz8,17,1121,1185,A gymnast is seen looking off into the distance and standing before a set of uneven bars.
v_6yD5jZn6SEs,200,12480,13158,A gymnast is seen leaning over a long bar with a person standing next to her on the ground.
v_6YmUCNIMpB4,0,27590,27822,A man bends on front a hedge holding an electric cutter.
v_6YtaXJJKUKM,14,1352,1407,A woman is seen speaking to the camera while a small fooseball table sits before her.
v_6YvF2YHee5I,0,2053,2052,A shovel rakes along the snow covered ground of a yard.
v_6yVhTyPaaLQ,0,4543,4806,"A woman stands on front a paint holding a bottle, and then paintings on canvas are shown in a slideshow."
v_6z6iFou8nW0,586,2594,3552,A boy in a green shirt steps on a stool to reach the sink.
v_6ZabZdqdLyA,0,1872,2151,Two small children are playing on a swingset on a snow covered yard.
v_6ZUHLsyJ6yo,0,112960,112888,A line of drummers play inside a superdome.
v_r9xmgB116dE,0,6154,6151,"An Asian woman is sitting, then she ride the skateboard and began skating on the empty road."
v_RA61jh8HwPI,0,2473,2496,A woman is seen putting makeup on her face and leads into several pictures of makeup.
v_rA7qVOp47Qg,0,154830,154828,"A girl is riding on a white horse that is in an enclosed obstacle course, but it's just walking, trotting and running around the perimeter doing laps."
v_RAaRFD5M8h4,0,2531,2555,A close up of a dog is seen with a person holding a razor.
v_rABAqfLcssA,0,767,763,A person is seen riding a board with a kite along the ocean moving at a fast pace.
v_ral5Oaib_vk,0,207150,207112,Opening credits show the upcoming activities.
v_rAL6jEy54Tk,0,960,959,man is standing on a room playing dart.
v_RAQs7EkXLtE,0,215710,215726,A large group of women are seen moving around a stage and begin with two women performing a belly dancing routine.
v_RatbnDSuY7w,0,52290,52249,A man claps after performing a high jump on the field.
v_rAuz_Pf3lp8,105,5142,5234,"A family has a picnic, and goes tubing on inflatable rafts in a narrow body of water surrounded by trees, on a rainy day."
v_RaYMOYWhba8,0,4580,4578,A group of young boys are seen passing soccer balls to each along a large sandy beach.
v_rA_RAZx2_aA,0,3843,3840,Women from different nationalities competes long jumps is a stadium.
v_rb-PUa4uGLQ,0,1570,1576,A person wearing a costume is seen sitting in the middle of the street playing an accordion.
v_rBaR5xF8orE,0,3842,3839,A large group of people are seen sitting around an auditorium with one man flying kites around in the middle.
v_RbbjYXAxaPI,0,3313,3343,A large crowd sits in a theater clapping and watching.
v_rBCf1qjOwCc,0,4411,4410,litle kids are standing in front of a ouse talking to the camera and making lemonade.
v_rbDbXXqaZaM,0,2942,2940,A man drives a mowing machine to cut the grass of a backyard.
v_rBEQh8V2TI8,0,3449,3447,"The words ""Conga The Entertainers Dance Company Flemington New Jersey"" appears on screen."
v_rBGdFwbG118,0,5096,5094,A man wearing glasses is talking in a parking lot.
v_rBgMeunuviE,0,2148,2213,There are 5 different people sitting in chairs playing accordions that has pianos attached to them.
v_RBkieLmOUlQ,0,731,917,Two boys in karate pants wrestle one another in the background.
v_rbLCMaf3phk,0,5963,6443,A man stands in a large arena.
v_rBmFxH3BUOw,238,2608,3179,A man points to some products for the usage of waxing skis.
v_rBMQFpHspmo,0,125550,144222,Several people are seen wandering around an indoor field with one pole volting over a bar.
v_rbnlUn4UNSk,0,5983,5980,We see two people under water in a pool.
v_rBnygEUFOvE,7580,42510,54073,A gymnast wearing red leotards is performing gymnastics on uneven bars in a large stadium with a several spectators.
v_rBQO0Nf05vg,0,76720,76679,The man in black shirt and blue jeans is rolling an old red carpet and vacuum the floor.
v_rBsE1WGXbz0,2620,63000,65541,A man throws a ball onto a field.
v_rBsRSdPFOww,8490,62910,77147,A chef dressed in a white chef's outfit is demonstrating how to sharpen kitchen knives using a tool called Rada knife sharpener.
v_rBVbsbJJcyM,0,132730,132754,An introduction comes onto the screen for a fine linen company.
v_rC24UspQv14,0,6849,6848,The boy is standing under the tree with blindfold thing to hit the pinata but missed it.
v_2SBTnunPQrQ,5750,212660,229904,A little boy shines the shoes of a person using black shoe polish and make shine with a brush and a cloth.
v_2SMmL6kIx-w,0,5799,5798,Several performers walk out of a box and it ends up being one male and one female.
v_2SnFlGUHKnc,0,2491,2489,A woman is dancing in the middle of the street with a baton.
v_2syOa4jpZDU,0,2857,2856,A person cuts the nails of the front legs of a cat.
v_2Tm_2wgv2Zs,0,1710,1754,A small group of people are seen standing before a fooseball table grabbing onto poles.
v_2U0vMYnC49c,0,50620,50586,A boy in red jacket holds a window scraper tool and remove snow from a car windshield.
v_2u1gdf_53C0,198,1774,2203,A person in a protective white suit and goggles sprays a surface with purple paint using a spray gun in a room with white walls and floors.
v_2Ua6E2a6kT4,6,1292,1338,A man is seen speaking to the camera while standing out in a back yard.
v_2UJ4wqJt_Y8,0,93,90,People are roller blading about in front of a building.
v_2UjVfKEcj4g,0,150660,152842,A man is holding two extremely dirty high heeled women's shoes.
v_2uMG44uNDJ8,0,7120,7035,"A woman and a man are inside a car talking, then the man turn his head."
v_2U_BUV8PLtk,0,2235,2232,A pair of handlebars are detached from the bike and is laying down flat on a table.
v_2Vf8yqNHaGM,870,26099,28996,A little boy in a yellow shirt is holding a yellow ruffled stick.
v_2vixXUJiNhk,0,6683,6682,An intro video with a blue screen that has a picture of a drawn ship is in the background while yellow words scroll from the bottom to the top.
v_2VvCuSFicyA,0,3000,3091,A person is seen riding on a bicycle down a street with a dog tied next to him.
v_2vy0dMXhlWI,0,3323,3322,An older man is shown chopping at a downed tree with an axe.
v_2VYQ4q24D-4,0,2785,2781,Two cars are parked on the side of the road as train passes by.
v_2VYZeOa6804,342,5161,5701,A reporter broadcast from a TV studio set.
v_2w3FSD235TY,0,6166,6164,A man is talking in a stable as he feeds a horse beside him.
v_2w7Fxoeo_Qk,0,1205,1203,A man wearing a helmet and carrying a skateboard lays on a skateboard and goes down a bowling lane to knock over pins.
v_2wC0d2XUses,0,926,925,Two kids are seen playing a game of shuffleboard on the side of a boat while the camera watches.
v_2WeG8QGOfcI,0,6376,6374,We see an instructor leading an aerobics class.
v_2WKy0FvMtCM,0,5216,5760,`A cookie is shown on a plate.
v_8LB2tdMOZ6g,0,1226,1222,a football game is showing and a man in the news is talking about a voleyball game.
v_8leZKBY0B6I,0,3371,3420,A person is seen turning her neck to the side and a person wearing gloves holding a needle.
v_8lhODyltF2Q,0,3059,3640,A person is riding a lawnmower with an umbrella through the rain.
v_8LI3rnG6kMA,0,2200,2199,A carved pumpking with a light in it glows on a counter.
v_8LiO75NtXNw,0,224140,224097,Gymnast from Ukraine performs long jump in a final competition.
v_8liz3Fu7DGU,0,6731,6729,"On a a big field there is a lacrosse team playing a game , they are all moving around strategically."
v_8LTh7r2U8Fw,0,4708,4705,An athlete walks onto a field outside.
v_8ltNqT5N-xs,27,2607,2700,A woman is seen belly dancing on a large stage while people watch her on the side.
v_8lw8uAimUXI,0,241,240,A woman stands at the end of a diving board.
v_8Mdnvm8olC0,0,2374,2373,"An ""IAAF"" logo appears with the words ""Long Jump Men""."
v_8miqQQJEsO0,0,3255,3253,woman is standing in a roofed gym lifting weight.
v_8M_RipfsJI8,0,945,944,A man is reaching into water and washing his face.
v_8NcRuVMSQLs,0,221640,221691,The camera pans around an athletic woman standing ready and others watching her on the side.
v_8NfYYT8d3EQ,0,5019,5017,"A text that reads ""Deeba's Recipe"" appears on the screen."
v_8nj8tlvLyUo,22,4556,4577,Someone is running on the beach towards so sand castle competitions.
v_8Nv52hFr0tg,0,123620,123664,A female gymnast stands idle while being watched by a crowd.
v_8O1cLqQrn4o,0,3890,3887,A man is seen speaking to the camera while man people stand around behind him and practice.
v_8OA30kYcAUQ,25,4995,5044,The credits of the video is shown.
v_8OCTuqJVToU,0,3516,3586,A small group of children are seen sitting around a pool while the camera pans around the pool.
v_8ofNg0y8w60,0,2001,2041,Two people are playing a tennis match on a blue court.
v_8ohisLftwZ4,37,2461,2490,Two men play squash in a room.
v_8oI4xGqkzSE,215,5928,6116,A man kicks a Frisbee to a dog.
v_8olnQLX0hO8,0,3531,3529,A small group of men are seen walking down a dirt road followed by several shots of them riding in tubes and laughing to the camera.
v_8OSnT8UvJkU,0,161930,161853,A woman with a nose ring is seen speaking to the camera and leads into someone cutting her hair.
v_8P0N5psQrEI,82,3075,3303,A Caucasian woman in late maternity is shown seated on a living room sofa.
v_8PkoDfbK5Bc,377,3047,4723,A person is doing flips on a stage in front of people.
v_c_NlYvL96y0,0,3755,3753,A girl is stretching her body on a ballet bar.
v_D-BRqQhL74Q,0,1318,1315,Three girls are seen holding a rope with one walking away and two playing tug of war.
v_d-cxJQcmBzA,0,63390,63478,A man is buffing the floor with a blue buffer.
v_d-NsZZkxTa0,0,1561,1560,"A little girl is running around with a stick pushing and object, playing and having a lot of fun."
v_d-sWAcDYsbc,0,212870,212789,A young man sits down on a chair in front of a drum set.
v_d-uGSELb0N0,0,67660,67638,Several individuals are shown playing volleyball in a gymnasium from the right side of the net while other people are engaging in other activity in the background.
v_D-XCWhvStd4,0,3912,3911,We see the title screens for the video.
v_D-y_N4u0uRQ,219,1497,1824,A man enters a car holding a briefcase.
v_D0dyvNTI7yU,228,3314,3807,A man in a bare studio showcases a series of martial arts moves by himself in front of a camera.
v_d0h_l9bE1o0,0,6490,6488,A group of cheerleaders are shown practicing their routine in a gymnasium.
v_d0woFZ26Cx0,0,901,900,"A view is seen of a pool table, balls being triangled, and numerous people shooting the balls into the corner pockets during a competition."
v_d14twk9O2Vw,0,4647,4646,An introduction comes onto the screen for a video about a tour for a band.
v_D18b2IZpxk0,0,95670,95725,A woman is shown riding a camel past pyramids in Egypt.
v_d1doBRc_hAM,0,191290,191261,A man is seen riding on a treadmill followed by several images of the treadmill and a man taking pictures.
v_d1JA5V3hO3Q,0,120000,120033,A man talks in a blue room then sprays a toy car and pretends to wash it.
v_D1x5KVBdiuI,29,5653,5917,A person is seen putting a weight on followed by a woman lifting a bar up over her head.
v_D2IDRG8_6To,0,6383,6381,A young man is talking the the camera.
v_D2Trvi7Im_s,0,42260,42215,A woman is skating down a sidewalk outside.
v_D32TzYSHM08,0,1892,1891,A man ball rolls across a baseball field and a small boy in a green shirt kicks the ball and runs around the bases.
v_d3crFny-e3E,0,81290,81267,A large cliff is seen near the ocean.
v_d3Rx-nw5Zlw,1625,4394,6017,There's a young man wearing a blue jacket and a white shirt standing near a wall with white bathroom tiles.
v_d3VVwwVkJBs,0,379,378,This elderly man is blowing the leaves out of the way using a leaf blower.
v_d40Tv56RrnA,0,572,571,The camera man captures a view of a thatched roof house.
v_cSCskKqO7CE,0,5143,5165," A little girl demonstrates how to apply make up using a mini makeup kit as a makeup source, all while talking to the camera."
v_cSfs5ht9sro,0,6160,6158,We see a person riding a ski lift.
v_csxC5H5uDb4,0,47170,47125,Two individuals are in room painting and doing redecorating.
v_CsyHOM8ngZA,143,6829,7133,A shaggy dog is getting a bath from a veterinarian.
v_ct3uprBbPHw,95,4159,4752,"A man stands in front of the camera, then starts combing his hair forward."
v_CtA4VynDEkI,0,720,718,A bunch of young children are shown playing in a park playground.
v_cTbkhIaj_Xc,0,4328,4327,A group of men are standing a field and a man rolls a red ball to the other team and it is kicked out.
v_CteuM2BUmHo,0,3177,3175,We see the opening screen on gray.
v_ctFlPn4EfkU,0,1845,2289,People are playing golf on the grass.
v_CTIVIXvCI3c,0,5530,5611,A small child is seen hoping along the floor when a woman leads in more young dancers.
v_ctMcsGnutho,0,5337,5416,A woman is seen speaking to the camera in a dealership and leads into several close ups of a car.
v_CTmXCO7ha-Y,0,5592,5586,"A man is seated, playing a guitar."
v_CtooIi6Mk7U,0,182240,194900,A man is standing in a yard flying a kite.
v_ctWolbJDJyc,0,510,510,A person is seen walking down the length of a diving board while the camera zooms in.
v_CTxuJBTp_CQ,0,5231,5390,A person spreads out the branches on a Christmas tree.
v_cTZw5NUK1-c,0,4668,4667,Various shots of beaches are shown followed by the camera panning over several shots of waves.
v_Cu8kOOnAjaw,0,3645,3638,"A dog is close to the camera, play fighting with another dog."
v_Cu8lmHiXkUU,107,5171,5356,Two people are seen playing a game of ping pong with one another.
v_cu8TBL7msJg,0,6169,6262,Several clips are shown of people holding tennis rackets and hitting a ball into the distance.
v_cudeag10U7Q,0,4040,4037,"A woman is riding a bike down the street, then others are shown as well."
v_cUEGoRjraxM,99,2397,4993,Dog owner stand with and hold their dogs.
v_cufmgoo7E_k,0,62230,62250,An intro leads into a horse tied up to a calf with a man roping a rope around the animal.
v_CUJJViubZ9c,0,4170,4408,Wrestlers are fighting in a ring.
v_cukeWRPJzf8,0,74140,74119,An underwater view is being shown as a woman dressed like a mermaid is swimming.
v_Cul7VFkLTMc,0,3777,4415,A group of surfers are on their boards surfing waves.
v_cuyD4bT4Bvc,0,2667,2666,initial logo is shown and a web page.
v_CV3pIbE8BnE,0,2579,2604,A person is seen bending over his legs with a person putting shaving cream all over his leg.
v_CV9n0jgThLY,0,1715,1740,"A person is in the basket of crane on a roof of a barn, while a man stands on the truck holding a rope."
v_cV9xeDlKJok,370,72530,74762,A show of a dumpster is shown as well as women in gear standing in front of it.
v_cvatsuUhqhk,95,6267,6361,Two men are playing Foosball in a dark room.
v_cvEOK7xAPSs,0,2012,2010,People running up the beach very quickly.
v_cvFFwMKFg7Q,0,7620,7628,Two people are raking leaves in a park.
v_erevt6avST0,0,2816,2814,A man is standing at a counter.
v_eRh6V0bcBpU,0,1590,1589,Inside a man and a woman are playing a game of raquet ball.
v_ERmsX91_7V4,0,2805,2832,A person is seen running onto a court and shooting a basketball.
v_eRQAjBwhDXk,0,2429,2426,A person skis quickly down a snow covered hill.
v_ersl2OEJ-eI,0,138500,138501,A man is concentrating extremely hard as he is throwing darts on to a board at a tournament.
v_ERVK6vQbor4,0,4921,4920,A man in a gym is donning a pair of boxing gloves.
v_erxnWYOO1ew,70,6870,6949,We see a man jumping on jump stilts.
v_erXZ0pZEtGE,0,1526,1525,A woman in a parking lot is bouncing up and down with some kind of pogo stick attachments on her legs.
v_eS1USHkyb2U,28,5547,5776,A young woman is seen brushing her hair that leads into her speaking to the camera.
v_eS445rQ9SBo,0,3599,3595,A woman is smiling at the camera.
v_eS7ENymCpZE,0,1852,1937,A rough ocean has large white capped waves and a sailboat traversing through it.
v_escpZEdyNTI,0,518,517,"A person is seen running hold a surf board, and is shown again looking at his phone and laughing."
v_ESgcgoYgg0o,0,4336,4333,woman is sitting in front of other in a consulting room and take the glasses out and wash her hands.
v_EsGpVb1-W0E,0,2597,2595,A man is seen speaking to the camera while holding a tennis racket and begins hitting the ball against the wall.
v_EsOajUNpEzU,0,2141,2181,A man talks while holding  bagpipes.
v_esQnfUcBbPE,0,3205,3205,A black bull is taunted with a dummy hanging on a rope as the bull lunges at the dummy.
v_eSQnn2RFxeY,0,3717,3732,"A woman holds the wheel of the yacht that sails in the ocean, and a dolphin swims near the yacht."
v_ESsUwNlkJoo,0,1731,1729,The letters RPM appear on the screen.
v_EsVxUf4Ae2c,0,2555,2551,A man is standing on ice with his pole standing straight up beside him.
v_eSyrFLhr3b0,46,2793,3067,A man is seen speaking to the camera while showing a plate of food and pouring out ingredients onto a plate.
v_EsYsshh2CyA,0,2052,2061,A bartender begins speaking to the camera and pours ice into a glass.
v_esZMkzlZiuY,0,64950,64967,A small group of people are seen pushing a ball along the water and scoring into the goal.
v_eT9oCTQUMhA,0,5360,5358,A diver stretches out on a high dive platform bending at the waist.
v_eTIaRqgQ4Qg,13,2576,2614,A camera is seen panning around a large lake followed by a person riding by on skis behind a jet ski.
v_etqiXPKlthk,0,199900,199915,A young man drinks six bottles of beer while a person stand on front him holding a chronometer.
v_etWdTMJ9_To,24,1152,1218,A man is seen walking down a field followed by several people running back and fourth.
v_ETZOazHvdZg,0,3078,3088,We see a bowler in front of a crowd stand and hold the ball.
v_EU-IdUKbLSg,23,2222,2391,A large group of people are seen swimming around a pool while a coach yells on the sides.
v_eu3CLlQ9c2s,0,602,678,A man replaces a tire on his bike rim using tools.
v_eUCKEnKxG8w,0,157540,167602,Two young girls are seen kneeling before a tub while speaking to the camera.
v_eudqfH7Vz_c,0,172700,175334,Three boys play a game of croquet on a large green lawn with croquet mallets and croquet balls.
v_eufCY8KHuMA,0,3639,3637,A man is riding a black horse in slow motion.
v_EuIBTFqVOt8,0,5531,5529,Two men are shown performing an arm wrestling match with many watching on the sidelines and a ref calling who the winner is.
v_eUvvxpAK3_8,0,2264,2262,A man is seen speaking to the camera and begins polishing a black shoe with a brush.
v_SGdhHAZHwmI,0,4134,4133,A woman in a suit is talking to a camera.
v_SgkdciuEuKs,0,68500,68451,A woman demonstrates how to dry a counter top and sink of water splashed from a sink faucet with a paper towel.
v_sgPkVKPp1dU,24,1435,1590,"A man in black shirt lifted the barbel and started to carry it up and down for few times, while behind him, two men are removing the metal plates on another barbel."
v_sGTDKZuG1vE,0,214460,214423, A man is kneeling down in front of a sink.
v_sgwg1C3i-Vw,0,2958,2956,An introduction for a canoe sporting brand appears on the screen.
v_SH0t2-GgwiQ,1190,115180,118779,"A woman talks and lie down on the floor, then she bend her legs and lift both."
v_Sh8JODtAMhc,0,182970,182936,"Various shots of a theme park are shown including rides moving, people playing games, and other people interacting with one another."
v_SHfFrzy_fKM,0,78320,78367,A little girl is guided as she mounts a camel at a station.
v_ShiBZnuxlmc,0,3401,3399,"A blond athletic girl with a serious face has her hands all chalked up and is standing next to a wooden balance beam, dressed in a black and white decorated bodysuit, and the banner on the bottom of the screen say's her name is SHAWN JOHNSON 1ST PLACE AFTER 2ND ROTATION."
v_shLUZZS9oYc,0,1572,1563,A man is standing outside by the sidewalk cutting down a set of hedges.
v_ShozMaLUS20,0,8940,14002,Old man is raking leaves outside his home in the fall.
v_sHRajZw7A8g,0,2720,2715,We see a blue opening screen with a drink.
v_SHS8pNOsZDU,0,25830,26304,A group rides horses playing a game of polo on a field.
v_SHT08nPhIb4,47,1299,1344,A man is shooting a basketball into a hoop.
v_ShT4biEuQDo,0,22290,22237,A shirtless man is shoving snow outside at the curb.
v_sHx5UcQQ1kU,0,5913,5910,A young boy is shown speaking to the camera and eventually shows his hands moving objects.
v_sHxzQu_4edY,0,4952,4949,"A woman is shown in a yard, talking to the camera."
v_SHZ9fsusMGc,0,1607,1620,A man is holding a rubiks cube.
v_SHzmpIt0Euw,26890,142500,179274,Man begins to rip up carpet underlay.
v_shZRGB58YBU,0,221890,221936,A man is seated on a stage.
v_SI0GumzxYt4,2670,126910,133616,A camera follows around a small boat that is moving along the water as well as landscapes.
v_Si4_ER4lUME,6,1153,1181,A young woman is seen sitting in a kayak looking to the camera.
v_SiBSwSu_REQ,0,6660,6601,People are walking around the basketball court.
v_sicaCRRCkiY,0,481,478,A camera shows several different ingredients laid out on a table followed by someone mixing the ingredients together.
v_SID0y9y6Uk4,83,3655,4196,Two men prepare for a fencing match.
v_SIeV0DPSpHQ,0,5268,5265,We see an opening sequence with flashes.
v_SIHG_BRgn2E,0,187750,187690,A black and white video intro appears with special effects of asian lettering showing up while different pictures of people are displayed.
v_SIj-ti_70HQ,0,18320,18272,A woman stands in front of a mirror smiling and begins brushing her hair.
v_SIKxtWHWybU,0,273,272,A man lays down on the floor over a mat.
v_siMXfU6NPlE,0,1481,1548,Couples dance on a dance floor during a party in front of a stage.
v_SiqB6_9kNQU,0,4865,4863,At the fair the bumper cars are being used.
v_SIX51vtOOek,259,2364,2720,There's an open land area with greenery around and grassy surface area.
v_sJ0Tc4nthOA,0,1855,1850,Two people are shown holding fencing sticks and pointing towards each other.
v_sjE-hHKFghc,0,6301,6396,A woman is seen wearing roller blades and speaking to the camera.
v_KQvqRh1mY8c,0,384,392,A man runs holding a pole with both hands.
v_kr4RUFi1UGs,0,1089,1088,Two men are rappeling up the side of a steep rock cliff.
v_KRfdZgxLZPY,64,4032,4311,"In the snow, various young men perform snowboard tricks before the camera."
v_Krh4m6nxZWE,0,275,273,A woman in a blue shirt is walking along a slack line.
v_KrHpGJBzjJk,0,76320,76293,We see an opening title screen.
v_KrLVIvCoW90,0,6405,6402,people standing on side of the road on skateboards and with parked cars in a side.
v_kRMskyrrRcA,0,46140,49058,A person in a holding a Rubik's Cube.
v_krqxyYFHzBI,0,61150,63650,People start fighting outside on the ground.
v_kRVmpJILmjo,0,6807,6805,A field is shown along with some mountains as a person begins driving down a road.
v_KSbIw1m2KoU,0,6677,6677,A female gymnast prepares to mount the bar.
v_Ksbk5rtqVd0,10270,72760,89313,A woman in a white shirt is sitting down.
v_KsKUIIHiMg0,22260,131930,164859,There are two women in a bathroom washing clothes in blue buckets filled with foamy soap water.
v_KSP62q7tM68,0,2354,2412,A person is seen riding waves on the water as well as people partying at a house.
v_KSu59HUet3E,210,3610,3817,A man with white shirt is standing in front of a machine.
v_ksvIIhvmSRM,0,6083,6268,A man is seen sitting in a tube speaking and leads into people walking around carrying tubes.
v_ksyr3tHc0Vs,40,1021,1157,Various text intro leads into a man holding a shot put and spinning himself around.
v_kS_wMOFfMDk,0,23690,23719,A woman rubs her hand very well.
v_Kt1JpqwDvl8,39,841,1112,"A person vacuum the inside of a car, while other men clean by hand the car with detergent and water."
v_ktfxYSZjJyM,2,58,468,woman is in a lake windsurfing with a red windsurf.
v_kTJDylL6pCU,271,5164,5407,A dog is seen standing in a bath tub chained to a tub and a woman walks into frame and grabs the dog.
v_UeMcMSTO-Yg,0,3083,3081,A woman is seen speaking to the camera and showing off various tools to the camera.
v_UEtVbSLGhfY,0,8430,8375,A person leads a large dog on a leash back and fourth on a hard wood floor.
v_UeuZeIASSPw,0,129030,129011,woman is standing in a racetrack and start running to make a long jump.
v_uE_8WuNO7cA,0,4197,4196,We see an opening screen with a moon.
v_UF2v4emX7rc,0,2076,2073,A group of men in masks are gathered around targets.
v_UFfi0gxL6_Y,0,4764,4761,A woman in a dress holding a violin addresses an audience.
v_ufgYKCfK2Vk,135,5276,5407,She is dancing with a baton very gracefully all around the stage for her performance.
v_ufK2mbJI0to,0,4874,5101,A large group of people are seen running around a soccer field playing a game of soccer.
v_Ufki4AjZHFI,0,365,361,A young man is shown on a road wearing stilts.
v_Ufm19cvrxGs,0,4413,4744,A set of instruction is seen with diagrams.
v_uFMDSiHu7g4,0,5431,5430, A man wearing a striped shirt dances with a girl in a brown blouse at a street festival.
v_uFMlVrTUoR8,0,2349,2914,A man dumps a wheelbarrow of mulch on the lawn.
v_UfrztSg9gf0,71,3281,3547,A man is seen standing in on a large field performing various dog tricks with a dog.
v_uFtP9Z_K87U,155,3734,3888,Several shots of people are shown in water as well as landscapes around an island and people riding and moving around a boat.
v_ufxyjYMKe7c,18,3296,3764,"Two boys in matching shirts sit on a sofa and talk with a candy toy in their hands as they hold the candy up to the camera, play with the candy toy buttons and talk."
v_UfYMJBu4HI0,836,980,2882,Apply the tiles in the same exact direction.
v_uG2sRzp5Bk4,360,4273,4800,Information about Blackjack site iis provided.
v_Ug3pM64HhK4,0,174880,174818,A Woman is braiding her hair.
v_UG82vrvkYFk,0,933,1018,A man in green trunks throws a man in red trunks in a wrestling ring.
v_UGCn1zgYboQ,10,692,716,One man is seen moving a fooseball table around quickly as possible while another man watches on the side.
v_1zyyumIi0iQ,0,6955,6952,An intro leads into a group of cheerleaders performing several moves as a team and girls being interviewed on camera.
v_1_PiNdPt6RU,0,451,450,"woman is eating bran flakes and putting some mascara, washing her teeth and cleaning her mouth with mouthwash."
v_1_YFTTzzLrI,0,866,865,A man sits at a table and a woman moves a box from him.
v_2-hF-v79XyQ,0,118980,119014,We see two men in a TV studio talking.
v_2-xMWBQA7iM,0,2241,2240,We see a man walk over and sits on a rowing machine.
v_2-xPjKzp-Kk,0,6624,6622, A person moves poker cards and tokens on the table in a casino on front people.
v_20i6YGSnt-c,1090,51610,54574,A man is seen speaking to the camera and begins shaving off his facial hair.
v_21krmbuT21s,0,1740,1740,Two gymasts are performing in front of a crowd.
v_22n4w0uferc,0,5678,5677,"A screen appears with a snowy mountain with pine trees and an overlay on the screen of a logo and words that say ""Efficient Hot Waxing Tips Reduces time material waste, cost and mess""."
v_23-lat1nVJg,0,255,252,We see a lady knitting and singing.
v_23ApAC123aQ,0,4009,4006,The scene opens up with a carwash and and advertisement.
v_259K1wC2IMk,0,3571,3570,A young boy is seen pulling a mop out of a bucket followed by him pushing the mop across the floor.
v_25dJIdZj6Xs,0,103,102,Two people wearing scuba gear are sitting at the edge of a boat with their backs to the water.
v_26qGsfI9tZ8,0,1476,1476,A toddler climbs the steps of a playground.
v_27e4y89XeyI,0,602,600,An older black male is standing in the kitchen ironing a dark grey t-shirt.
v_27Pg4wHah2I,0,93550,93597,"A man is seated at a piano, looking confused as he plays and an elderly woman watches."
v_28GYivx4lyk,0,94,92,We see two people playing foosball.
v_28P5f3p_32g,0,139530,139489,A man is shown holding a knife while taking to the camera and smiling.
v_3GgQdXjJfEU,0,211,211,man wearing black shorts is running on race track and make a javelin throw.
v_3gpgeAMy6a8,0,36830,36859,kids are standing in a green grassy field flying kites.
v_3gQsAKZ71tU,0,2462,2660,A man stands on a court.
v_3H7ZS0E90pY,0,3233,3230,A girl jumps onto a balance beam.
v_3HBAcaU552I,55,3457,3714,A young boy and girl are standing over a sink with their mother talking.
v_3Hgwyprv8u4,0,1641,1681,A camera pans all around a vacuum close up and shows a person's feet.
v_3HHAEmr0Q34,0,375,377,A man is seen standing on a court holding down a tennis racket.
v_3HP2E_a9xrU,0,207990,213285,A small child is seen swinging at a pinata with a large group of children behind them.
v_3hp7kPpZDhs,0,2287,2285,"On a track, a runner gets ready to perform."
v_3hSPAtKORgk,0,81130,81094,A graphic of a boy kicking a soccer ball with 3 defender is seen.
