video-name,f-init,n-frames,video-frames,sentences
v_rABAqfLcssA,318,449,763, The person continues riding along and eventually crashes while the camera zooms in on the rider.
v_ral5Oaib_vk,0,24860,207112,Opening credits show the upcoming activities.
v_ral5Oaib_vk,24860,9320,207112, A man in plaid is standing at a microphone acknowledging the crowd.
v_ral5Oaib_vk,34180,99430,207112, He begins playing the harmonica.
v_ral5Oaib_vk,133610,16569,207112, The man stops playing and dances in place.
v_ral5Oaib_vk,150180,40389,207112, The man continues to play his harmonica.
v_ral5Oaib_vk,190570,16580,207112, The man stop splaying and thanks the crowd as the closing credits appear.
v_rAL6jEy54Tk,0,960,959,man is standing on a room playing dart.
v_rAL6jEy54Tk,0,297,959, man is throwing darts into a dartboard.
v_rAL6jEy54Tk,508,451,959, the man grabs the darts from the board and talks to the camera.
v_RAQs7EkXLtE,0,89520,215726,A large group of women are seen moving around a stage and begin with two women performing a belly dancing routine.
v_RAQs7EkXLtE,83050,132660,215726, The women continue dancing around the stage and end by holding a pose and bumping into one another.
v_RatbnDSuY7w,0,9150,52249,A man claps after performing a high jump on the field.
v_RatbnDSuY7w,9670,35040,52249, We are shown the instant replay in slow motion a couple of times.
v_RatbnDSuY7w,45760,6530,52249," He walks onto the field, shaking hands with his competitors."
v_rAuz_Pf3lp8,105,4906,5234,"A family has a picnic, and goes tubing on inflatable rafts in a narrow body of water surrounded by trees, on a rainy day."
v_rAuz_Pf3lp8,105,236,5234,"  A family of people sit at an outdoor wooden picnic table, eating, waiving at the camera."
v_rAuz_Pf3lp8,393,550,5234,  The family watch the weather outdoors as it begins to rain and a little girl runs out into the rain and dances in it.
v_rAuz_Pf3lp8,1154,3489,5234,"  The family then appears, floating, talking and smiling on inflatable tubes on a narrow body of water."
v_rAuz_Pf3lp8,4670,577,5234,  The event ends and the family leaves an area bordered by a wooden fence.
v_RaYMOYWhba8,0,4580,4578,A group of young boys are seen passing soccer balls to each along a large sandy beach.
v_RaYMOYWhba8,2359,2221,4578, They continue running back and fourth on the sand and passing the ball to one another.
v_rA_RAZx2_aA,0,1479,3840,Women from different nationalities competes long jumps is a stadium.
v_rA_RAZx2_aA,1518,1537,3840, Women continue competing long jump.
v_rA_RAZx2_aA,3094,749,3840," An athlete runs, then skip and jumps forward to perform long jump while judges holds sticks to measure."
v_rb-PUa4uGLQ,0,1570,1576,A person wearing a costume is seen sitting in the middle of the street playing an accordion.
v_rb-PUa4uGLQ,394,1176,1576, The person continues playing while the camera zooms in and several cars and people move behind him.
v_rBaR5xF8orE,0,1902,3839,A large group of people are seen sitting around an auditorium with one man flying kites around in the middle.
v_rBaR5xF8orE,1882,1959,3839, The person continues moving around with the kites and walks away in the end with a woman speaking to the crowd.
v_RbbjYXAxaPI,0,3346,3343,A large crowd sits in a theater clapping and watching.
v_RbbjYXAxaPI,83,635,3343, Two women are seen on stage dancing.
v_RbbjYXAxaPI,719,2593,3343, One of the women shows her talent balancing swords on her different parts of her body.
v_rBCf1qjOwCc,0,838,4410,litle kids are standing in front of a ouse talking to the camera and making lemonade.
v_rBCf1qjOwCc,838,3573,4410," the kid opens a pot and grab sugar and poured into a cup of water, lemon juice and mix it with a spoon."
v_rbDbXXqaZaM,0,2603,2940,A man drives a mowing machine to cut the grass of a backyard.
v_rbDbXXqaZaM,2618,323,2940, The man pass on front the home to continues mowing the other parts of the yard.
v_rBEQh8V2TI8,0,155,3447,"The words ""Conga The Entertainers Dance Company Flemington New Jersey"" appears on screen."
v_rBEQh8V2TI8,172,1793,3447," Four young girls perform on stage at the ""American Dance Championships."
v_rBEQh8V2TI8,1966,1483,3447,""" The girls fall to the floor as part of the routine and continue to dance."
v_rBGdFwbG118,0,433,5094,A man wearing glasses is talking in a parking lot.
v_rBGdFwbG118,458,2624,5094," He walks into a car wash, where a green substance is being sprayed on the cars."
v_rBGdFwbG118,3210,1885,5094, The soap is then rinsed away with hoses.
v_rBgMeunuviE,0,2214,2213,There are 5 different people sitting in chairs playing accordions that has pianos attached to them.
v_rBgMeunuviE,66,2081,2213," There are 2 women, and 3 men and all of them, look very serious about what they're doing."
v_rBgMeunuviE,11,2137,2213,  They all press different keys to make blending sounds and not all of them use the accordion much.
v_RBkieLmOUlQ,0,59,917,Two boys in karate pants wrestle one another in the background.
v_RBkieLmOUlQ,36,841,917, The group forms a circle and two of the boys begin to spar in a martial arts practice.
v_RBkieLmOUlQ,611,119,917, the boy in pink top does a spinning kick.
v_rbLCMaf3phk,0,5963,6443,A man stands in a large arena.
v_rbLCMaf3phk,483,5480,6443, She throws a heavy ball really far.
v_rbLCMaf3phk,1773,4190,6443, He does this again and again.
v_rbLCMaf3phk,2288,3674,6443, He throws the balls really far.
v_rBmFxH3BUOw,238,397,3179,A man points to some products for the usage of waxing skis.
v_rBmFxH3BUOw,652,254,3179, The man cleans the ski with a towel.
v_rBmFxH3BUOw,922,906,3179," The man grabs one of the products and rubs it all over the ski, letting the product sit there for a while."
v_rBmFxH3BUOw,1844,1001,3179," After some time has passed, the man grabs another product and rubs it all over the ski."
v_rBMQFpHspmo,0,17320,144222,Several people are seen wandering around an indoor field with one pole volting over a bar.
v_rBMQFpHspmo,15150,78649,144222, The same shot is shown again in slow motion as well as several other attempts the boy makes.
v_rBMQFpHspmo,85140,40410,144222, He attempts the jump several more times while people watch him on the sides.
v_rbnlUn4UNSk,0,5863,5980,We see two people under water in a pool.
v_rbnlUn4UNSk,299,239,5980, The people exchange one flipper.
v_rbnlUn4UNSk,1017,4966,5980, The men start to share a breather.
v_rbnlUn4UNSk,2303,179,5980, The exchange their other flippers.
v_rbnlUn4UNSk,2603,2094,5980, The men change their air equipment.
v_rbnlUn4UNSk,5325,658,5980, The right man is unable to find the arm hole.
v_rBnygEUFOvE,7580,21390,54073,A gymnast wearing red leotards is performing gymnastics on uneven bars in a large stadium with a several spectators.
v_rBnygEUFOvE,28970,12450,54073, She is doing front flips and back flips with swift motion without falling down.
v_rBnygEUFOvE,41420,8670,54073," After she's done, she gets off the uneven bars and walks off as she gives a high five to her coach."
v_rBQO0Nf05vg,0,17260,76679,The man in black shirt and blue jeans is rolling an old red carpet and vacuum the floor.
v_rBQO0Nf05vg,14190,62530,76679," He then unroll the new gray carpet, install it by cutting it and nailing the carpet on the floor, he removed the excess carpet on the wall, flattened it with a tool, then vacuum once the installation is complete."
v_rBsE1WGXbz0,2620,6569,65541,A man throws a ball onto a field.
v_rBsE1WGXbz0,9190,16400,65541, People are standing around measuring the distance.
v_rBsE1WGXbz0,9190,56430,65541, People are watching them from the sidelines.
v_rBsRSdPFOww,8490,17750,77147,A chef dressed in a white chef's outfit is demonstrating how to sharpen kitchen knives using a tool called Rada knife sharpener.
v_rBsRSdPFOww,26240,15830,77147, He is standing in a kitchen in front of the counter that has a variety of raw vegetables displayed.
v_rBsRSdPFOww,42070,20450,77147, He places a kitchen towel on the counter and then places the knife on top of it.
v_rBsRSdPFOww,62520,8880,77147, He then demonstrates how to use the Rada sharpening tool to sharpen the kitchen knife by running iit back and forth in gentle and steady motion.
v_rBVbsbJJcyM,0,1330,132754,An introduction comes onto the screen for a fine linen company.
v_rBVbsbJJcyM,1330,40480,132754, A woman explains that she will describe how to fold cloth napkins.
v_rBVbsbJJcyM,41810,48440,132754, She starts by pressing the napkin with a hot iron.
v_rBVbsbJJcyM,90250,35840,132754, She folds the napkin and continues to press it some more.
v_rBVbsbJJcyM,126090,6639,132754, The video ends with the closing credits.
v_rC24UspQv14,0,1472,6848,The boy is standing under the tree with blindfold thing to hit the pinata but missed it.
v_rC24UspQv14,479,993,6848," A man came up to him and assist him, the boy hit the pinata once."
v_rC24UspQv14,1198,1404,6848, The man rotate the little girl and then let walk a little and the girl hit the pinata.
v_rC24UspQv14,2328,4520,6848, A young man hit the pinata ad the kids are lined up to take their turns to hit the pinata.
v_2SBTnunPQrQ,5750,156330,229904,A little boy shines the shoes of a person using black shoe polish and make shine with a brush and a cloth.
v_2SBTnunPQrQ,162080,2299,229904," Then, the man pays the little boy."
v_2SBTnunPQrQ,166680,51729,229904, A boy cleans the tennis shows of a person putting white painting.
v_2SMmL6kIx-w,0,261,5798,Several performers walk out of a box and it ends up being one male and one female.
v_2SMmL6kIx-w,261,2000,5798,The lady then begins moving in strange ways and continuing telling a story in ballerina form.
v_2SMmL6kIx-w,2261,3537,5798,"After a few minutes,the male joins them and they continue dancing together with strong legs and firm arms."
v_2SnFlGUHKnc,0,236,2489,A woman is dancing in the middle of the street with a baton.
v_2SnFlGUHKnc,286,1208,2489, She twirls and throws the baton while a small crowd watches.
v_2SnFlGUHKnc,1631,859,2489," She continues down the road, performing with the baton."
v_2syOa4jpZDU,0,1543,2856,A person cuts the nails of the front legs of a cat.
v_2syOa4jpZDU,1543,1314,2856," Then, the person cuts the nails of the back legs of a car."
v_2Tm_2wgv2Zs,0,482,1754,A small group of people are seen standing before a fooseball table grabbing onto poles.
v_2Tm_2wgv2Zs,438,991,1754, The men play against one another while taking breaks to get a drink and speak with team mates.
v_2Tm_2wgv2Zs,1429,280,1754, The people shake hands with one another and hug friends and family.
v_2U0vMYnC49c,0,36950,50586,A boy in red jacket holds a window scraper tool and remove snow from a car windshield.
v_2U0vMYnC49c,37460,5310,50586, The boy turns the tool and uses the edge corner edge briefly.
v_2U0vMYnC49c,42770,7849,50586, The boy continues to scrape the windshield as before with the broad side of the tool.
v_2u1gdf_53C0,198,1741,2203,A person in a protective white suit and goggles sprays a surface with purple paint using a spray gun in a room with white walls and floors.
v_2u1gdf_53C0,286,1278,2203,  The person then spins the surface around on a spinning table and paints the sides.
v_2u1gdf_53C0,1631,341,2203,"  The finishes matte product is shown, dried, in the plain white room where the painting happened."
v_2Ua6E2a6kT4,6,348,1338,A man is seen speaking to the camera while standing out in a back yard.
v_2Ua6E2a6kT4,294,716,1338, He pans to a man spraying down a fence with a hose and another man watching on the side.
v_2Ua6E2a6kT4,823,475,1338, The man continues to spray down the hose while another watches on the side and pans back to the camera man.
v_2UJ4wqJt_Y8,0,93,90,People are roller blading about in front of a building.
v_2UJ4wqJt_Y8,0,20,90, A man roller blades fast.
v_2UJ4wqJt_Y8,22,70,90, The man lifts his hands up in the air and starts to stop his roller blades.
v_2UjVfKEcj4g,0,15300,152842,A man is holding two extremely dirty high heeled women's shoes.
v_2UjVfKEcj4g,18350,16830,152842, He uses a ruler to scrape off the dried dirt.
v_2UjVfKEcj4g,40530,72650,152842, He then uses a brush to polish up the suede material before spraying a white substance onto the shoe.
v_2UjVfKEcj4g,114710,19120,152842," He scrapes it clean, then applies a new sole and spike to the heel."
v_2UjVfKEcj4g,138420,12240,152842, He shows off the renovator can.
v_2uMG44uNDJ8,0,2100,7035,"A woman and a man are inside a car talking, then the man turn his head."
v_2uMG44uNDJ8,2170,3170,7035," A young lady wash a car only wearing a bra and shorts, then she sprinkle water on her head a turn it."
v_2uMG44uNDJ8,5450,1670,7035," After, the man turns to see the angry woman and scream."
v_2U_BUV8PLtk,0,849,2232,A pair of handlebars are detached from the bike and is laying down flat on a table.
v_2U_BUV8PLtk,860,1375,2232,The man then picks up the handlebars and sticks them back into the bike tightening them with a key.
v_2Vf8yqNHaGM,870,26540,28996,A little boy in a yellow shirt is holding a yellow ruffled stick.
v_2Vf8yqNHaGM,4930,22040,28996," He tries to hit the Batman pinata hanging, he missed then he hit him, he go around the pinata to hit it."
v_2vixXUJiNhk,0,635,6682,An intro video with a blue screen that has a picture of a drawn ship is in the background while yellow words scroll from the bottom to the top.
v_2vixXUJiNhk,635,400,6682,A view from the water begins and a few houses and a lot of trees are shown on land.
v_2vixXUJiNhk,1036,3040,6682,A person underwater in snorkeling gear is now swimming around the bottom of the water and meets up with another snorkeler and they both go into a ship that is underwater as they both hold their flashlights and cameras to explore the ship and everything else at the bottom of the water.
v_2vixXUJiNhk,4076,334,6682,A school of fishes appear and they're swimming and hanging around the boat.
v_2vixXUJiNhk,4410,1570,6682,The focus goes back to the snorkelers as they continue to explore the area with their flashlights.
v_2vixXUJiNhk,5981,701,6682,The outro video appears and it's the same blue picture as the intro and includes some contact information on the video and the credits begin to roll with the text scrolling from bottom to top.
v_2VvCuSFicyA,0,742,3091,A person is seen riding on a bicycle down a street with a dog tied next to him.
v_2VvCuSFicyA,696,1469,3091, The camera is shown in various angles the man riding the bike with the dog.
v_2VvCuSFicyA,2134,866,3091, The man continues riding around with the dog.
v_2vy0dMXhlWI,0,465,3322,An older man is shown chopping at a downed tree with an axe.
v_2vy0dMXhlWI,465,332,3322, he is trying very hard and not making much progress.
v_2vy0dMXhlWI,781,216,3322, He seems to be frustrated and is trying again and again to chop of the tree.
v_2vy0dMXhlWI,997,564,3322, He then looks at the camera and slightly smirks before continuing trying to cut the tree up.
v_2vy0dMXhlWI,1562,531,3322, He stops again and stares at the camera.
v_2vy0dMXhlWI,2094,116,3322, A closeup is shown of him trying again and again before zooming out.
v_2vy0dMXhlWI,2210,1113,3322, The camera then zooms back in to his face as he continues on.
v_2VYQ4q24D-4,0,1155,2781,Two cars are parked on the side of the road as train passes by.
v_2VYQ4q24D-4,1142,1643,2781,"All of a sudden,the angle shifts and a boy begins skateboarding down the hill and throughout the city."
v_2VYZeOa6804,342,56,5701,A reporter broadcast from a TV studio set.
v_2VYZeOa6804,456,912,5701, Then he reporter shows interviews a male an a female player next a swimming pool while a group of players jump into the water.
v_2VYZeOa6804,627,3393,5701, Two teams play water polo in the swimming pool while the reporter continues to interview people.
v_2VYZeOa6804,3165,199,5701," A woman and a man writes the scores on a the game, then people applauds."
v_2VYZeOa6804,4077,912,5701," The winner team gets out the water and celebrates, and then the reporter interviews the team members."
v_2VYZeOa6804,5018,484,5701," Again, the team gets in the water, and then the reporter broadcast from a studio set."
v_2w3FSD235TY,0,709,6164,A man is talking in a stable as he feeds a horse beside him.
v_2w3FSD235TY,863,2219,6164, He talks extensively about the benefits of horse riding.
v_2w3FSD235TY,3145,2435,6164, He mounts a saddle onto the horse.
v_2w3FSD235TY,5642,524,6164," He then leads the horse out, feeding him an apple as he continues to speak."
v_2w7Fxoeo_Qk,0,331,1203,A man wearing a helmet and carrying a skateboard lays on a skateboard and goes down a bowling lane to knock over pins.
v_2w7Fxoeo_Qk,367,72,1203, People look to watch him go down the lane.
v_2w7Fxoeo_Qk,445,373,1203, Someone pushes someone laying on a skateboard down a bowling lane.
v_2w7Fxoeo_Qk,445,259,1203, People throw bowling balls after the person.
v_2w7Fxoeo_Qk,849,78,1203, Two men laugh watching the man.
v_2w7Fxoeo_Qk,1096,108,1203, Someone pushes another person laying on a skateboard down a bowling lane.
v_2wC0d2XUses,0,495,925,Two kids are seen playing a game of shuffleboard on the side of a boat while the camera watches.
v_2wC0d2XUses,467,458,925, The kids continue taking turns while running up and down the path on the boat.
v_2WeG8QGOfcI,0,5866,6374,We see an instructor leading an aerobics class.
v_2WeG8QGOfcI,892,127,6374, The people do a popping waist dance.
v_2WeG8QGOfcI,1944,255,6374, The people go back and forth.
v_2WeG8QGOfcI,2773,127,6374, A man walks past the door.
v_2WeG8QGOfcI,3570,191,6374, A man in blue enters the room.
v_2WeG8QGOfcI,5069,541,6374, The people lift their legs high.
v_2WeG8QGOfcI,5866,510,6374, The instructor finishes and walks back and forth.
v_2WKy0FvMtCM,0,259,5760,`A cookie is shown on a plate.
v_2WKy0FvMtCM,403,1527,5760, Ingredients are being added to a glass bowl and being mixed together.
v_2WKy0FvMtCM,1930,172,5760, Chocolate chips are added to the dough.
v_2WKy0FvMtCM,2161,662,5760, The dough is flattened out onto a cookie sheet.
v_2WKy0FvMtCM,3314,259,5760, Chocolate is drizzled over the top.
v_2WKy0FvMtCM,3544,691,5760, Candies are placed on top of the cookie.
v_2WKy0FvMtCM,4438,201,5760, The cookie is cut and placed on a plate.
v_2WKy0FvMtCM,4726,490,5760, A fork is shown eating the cookie.
v_8LB2tdMOZ6g,0,226,1222,a football game is showing and a man in the news is talking about a voleyball game.
v_8LB2tdMOZ6g,208,969,1222, the set is shown with the voleyball game and some women in bikini playing white the spectators are on the grades clapping.
v_8LB2tdMOZ6g,1183,43,1222, back to the studio are three commentators talking.
v_8leZKBY0B6I,0,1984,3420,A person is seen turning her neck to the side and a person wearing gloves holding a needle.
v_8leZKBY0B6I,923,1608,3420, The person then pierces the ear of the girl sitting down.
v_8leZKBY0B6I,2019,1351,3420, He puts an earring through the piercing and makes sure it's in place.
v_8lhODyltF2Q,0,3641,3640,A person is riding a lawnmower with an umbrella through the rain.
v_8lhODyltF2Q,418,36,3640,  A light colored sedan passes on the road.
v_8lhODyltF2Q,2822,236,3640,  The person on the mower drives up to the roadway.
v_8LI3rnG6kMA,0,252,2199,A carved pumpking with a light in it glows on a counter.
v_8LI3rnG6kMA,263,110,2199, Supplies for carving are then shown.
v_8LI3rnG6kMA,396,297,2199," A woman cuts the top off the pumpkin, emptying the seeds."
v_8LI3rnG6kMA,770,593,2199, She then carves the traced lines to cut out the design.
v_8LI3rnG6kMA,1518,682,2199," When she is done, a tea light is placed inside the pumpkin and lit."
v_8LiO75NtXNw,0,50430,224097,Gymnast from Ukraine performs long jump in a final competition.
v_8LiO75NtXNw,52670,1119,224097, A man holds a white and a red flags.
v_8LiO75NtXNw,51550,58280,224097," The gymnast runs in the track until a white line, and jumps to perform the long jump."
v_8LiO75NtXNw,110950,59399,224097," Then, a woman from Germany performs the long jump, and after a girl from Australia jumps long on the sand box."
v_8LiO75NtXNw,171470,52669,224097," The woman from Germany wins the competition, she runs and greats the public."
v_8liz3Fu7DGU,0,1716,6729,"On a a big field there is a lacrosse team playing a game , they are all moving around strategically."
v_8liz3Fu7DGU,1716,1615,6729, They throw the ball trying to make the goal while the other team tries to block them.
v_8liz3Fu7DGU,3331,1312,6729, They are running around you can see arrows to pointing to whats going on here and there.
v_8liz3Fu7DGU,4644,2086,6729, it is a very physical and hands on sport that requires stamina and energy.
v_8LTh7r2U8Fw,0,823,4705,An athlete walks onto a field outside.
v_8LTh7r2U8Fw,870,871,4705, He runs with a javelin in the air.
v_8LTh7r2U8Fw,1789,2919,4705," He throws the javelin as far as he can, repeating multiple times."
v_8ltNqT5N-xs,27,824,2700,A woman is seen belly dancing on a large stage while people watch her on the side.
v_8ltNqT5N-xs,797,1270,2700, She moves her hips all around while a band plays instruments behind her.
v_8ltNqT5N-xs,1756,878,2700, The woman continues dancing and ends by holding a pose and flipping back her hair.
v_8lw8uAimUXI,0,23,240,A woman stands at the end of a diving board.
v_8lw8uAimUXI,25,49,240, She lightly bounces up and down.
v_8lw8uAimUXI,79,161,240, She then does a backflip into the water.
v_8Mdnvm8olC0,0,59,2373,"An ""IAAF"" logo appears with the words ""Long Jump Men""."
v_8Mdnvm8olC0,71,1982,2373, Several men run down a track and perform a long jump in a professional sports venue.
v_8Mdnvm8olC0,2065,308,2373, A scoreboard graphic is shown for all the participating players.
v_8miqQQJEsO0,0,2099,3253,woman is standing in a roofed gym lifting weight.
v_8miqQQJEsO0,0,2148,3253, coach is standing next to the gril coaching her and helping her.
v_8miqQQJEsO0,2148,1106,3253, after a few advices the woman lift the weight again.
v_8M_RipfsJI8,0,113,944,A man is reaching into water and washing his face.
v_8M_RipfsJI8,0,945,944, A woman is working on the otherside of the water.
v_8M_RipfsJI8,122,174,944, The man splashes the worker with water.
v_8M_RipfsJI8,264,681,944, A woman looks on and laughs at the man.
v_8NcRuVMSQLs,0,68710,221691,The camera pans around an athletic woman standing ready and others watching her on the side.
v_8NcRuVMSQLs,69820,111920,221691, She jumps high over a pole and walks away as her jump is shown again in slow motion and another runner steps up.
v_8NcRuVMSQLs,177310,44329,221691, Several more women are shown jumping over the beam while their scores are shown immediately afterwards.
v_8NfYYT8d3EQ,0,150,5017,"A text that reads ""Deeba's Recipe"" appears on the screen."
v_8NfYYT8d3EQ,150,476,5017, The video then cuts to a woman standing behind a table filled with cooking ingredients.
v_8NfYYT8d3EQ,627,1079,5017, She speaks to the camera while showing some of what she has prepped for the dish.
v_8NfYYT8d3EQ,1731,1455,5017, She places the various ingredients into a bowl and garnishes it very precisely.
v_8NfYYT8d3EQ,3187,1204,5017, She then pours a sauce all over it.
v_8NfYYT8d3EQ,4391,476,5017, She then speaks to the camera some more to offer tips on how to make the dish.
v_8NfYYT8d3EQ,4893,125,5017," Another set of text showing ""Deeba's"" recipe is shown again."
v_8nj8tlvLyUo,22,847,4577,Someone is running on the beach towards so sand castle competitions.
v_8nj8tlvLyUo,870,618,4577, A dog jumps in some sand dirt and is so happy about it.
v_8nj8tlvLyUo,1488,1488,4577," There are so many awesome and different things being made out of sand, it looks like it takes a lot of time and energy."
v_8nj8tlvLyUo,2976,1602,4577, There are people walking around and looking at all of them.
v_8Nv52hFr0tg,0,15450,123664,A female gymnast stands idle while being watched by a crowd.
v_8Nv52hFr0tg,16690,2469,123664, A close up of a second woman saying something is shown.
v_8Nv52hFr0tg,20400,89009,123664, The gymnast performs a routine on a beam.
v_8Nv52hFr0tg,109410,6180,123664, The female gymnast finishes her routine and dismounts.
v_8Nv52hFr0tg,116210,3710,123664, People are shown applauding the gymnast.
v_8Nv52hFr0tg,121150,2469,123664, The gymnast walks away from the beam.
v_8O1cLqQrn4o,0,1400,3887,A man is seen speaking to the camera while man people stand around behind him and practice.
v_8O1cLqQrn4o,1108,2781,3887, The men hit the badminton back and fourth while the older gentlemen continues to speak and point around the court.
v_8OA30kYcAUQ,25,176,5044,The credits of the video is shown.
v_8OA30kYcAUQ,227,302,5044, A man rakes brown leaves in a lawn.
v_8OA30kYcAUQ,555,403,5044, The man puts the leaves in a trashcan.
v_8OA30kYcAUQ,983,252,5044, The man stops and moves the trashcan.
v_8OA30kYcAUQ,1261,100,5044, The man pulls out a black object from his pocket and presents it.
v_8OA30kYcAUQ,1387,227,5044, The man screws the black object at the end of the rake handle.
v_8OA30kYcAUQ,1639,529,5044, The man moves the trashcan and rakes.
v_8OA30kYcAUQ,2195,176,5044," The man stop raking, walks toward a tree, and hangs the rake on the tree."
v_8OA30kYcAUQ,2346,302,5044, The man removes a pair of rakes for the tree and lifts it above his head.
v_8OA30kYcAUQ,2674,1009,5044, The man uses the dual rakes to pick up the leaves and put them into the trashcan.
v_8OA30kYcAUQ,3708,504,5044, The man lifts the dual rakes above his head and then pairs them together.
v_8OA30kYcAUQ,4238,176,5044, The man takes the paired rakes back to the tree where he hangs them on a branch.
v_8OA30kYcAUQ,4869,151,5044, The credits of the clips are shown.
v_8OCTuqJVToU,0,1506,3586,A small group of children are seen sitting around a pool while the camera pans around the pool.
v_8OCTuqJVToU,1506,1184,3586, The kids kick their feet around and show one instructor helping a child.
v_8OCTuqJVToU,2601,914,3586, The man continues to swim around the pool with children and close ups of children.
v_8ofNg0y8w60,0,388,2041,Two people are playing a tennis match on a blue court.
v_8ofNg0y8w60,388,520,2041, The man in the blue shirt misses the ball and walks away to talk to someone.
v_8ofNg0y8w60,908,479,2041, They replay the video of him missing the ball.
v_8ofNg0y8w60,1388,91,2041, A man in a white shirt sits on a chair with a microphone.
v_8ofNg0y8w60,1797,203,2041, They restart another tennis match.
v_8ohisLftwZ4,37,424,2490,Two men play squash in a room.
v_8ohisLftwZ4,474,174,2490, A player goes to find the ball and throw it to his partner.
v_8ohisLftwZ4,649,687,2490," Then, the two men continues playing squash."
v_8ohisLftwZ4,1349,1149,2490, A man pick up a ball from the floor and continues squash.
v_8oI4xGqkzSE,215,5652,6116,A man kicks a Frisbee to a dog.
v_8oI4xGqkzSE,768,3809,6116, The dog does various tricks while catching the Frisbee.
v_8oI4xGqkzSE,2027,338,6116, The dog jumps off the man to catch the toy.
v_8oI4xGqkzSE,2795,2396,6116, Several other dogs also do a tricks to catch the toy.
v_8oI4xGqkzSE,5714,430,6116, A man swings a dog around on a toy.
v_8olnQLX0hO8,0,1959,3529,A small group of men are seen walking down a dirt road followed by several shots of them riding in tubes and laughing to the camera.
v_8olnQLX0hO8,1818,1712,3529, They continue riding down the river under trees and has more people holding the camera.
v_8OSnT8UvJkU,0,48580,161853,A woman with a nose ring is seen speaking to the camera and leads into someone cutting her hair.
v_8OSnT8UvJkU,48580,80149,161853, The person cuts around the sides and the woman is seen wearing glasses and posing with her new style.
v_8OSnT8UvJkU,127920,34010,161853, More shots of a person cutting is shown while the woman speaks to the camera.
v_8P0N5psQrEI,82,231,3303,A Caucasian woman in late maternity is shown seated on a living room sofa.
v_8P0N5psQrEI,314,942,3303, She puts on a sock on her left foot while crossing her leg and then proceeds to put on a tennis shoe on her left foot.
v_8P0N5psQrEI,1256,545,3303," She is cleary in discomfort as she proceeds to tie her shoe, which she rests on an ottoman."
v_8P0N5psQrEI,1802,1057,3303," She takes a small break and then proceeds to put on her right shoe, She rests her right foot on the ottoman while she ties the shoe."
v_8P0N5psQrEI,2876,280,3303, The satisfied and exhausted woman sits back on the sofa and holds her large belly as she completes the task of putting her right shoe on.
v_8PkoDfbK5Bc,377,425,4723,A person is doing flips on a stage in front of people.
v_8PkoDfbK5Bc,330,4157,4723, People are standing in the corner playing the drums.
v_8PkoDfbK5Bc,3118,307,4723, A man does a hand stand on the stage.
v_c_NlYvL96y0,0,169,3753,A girl is stretching her body on a ballet bar.
v_c_NlYvL96y0,150,112,3753, An instructor stands with a woman and talks about ballet.
v_c_NlYvL96y0,262,206,3753, The girl dances and pans back to the instructor.
v_c_NlYvL96y0,619,150,3753, The instructor talks about the tools you will need for ballet.
v_c_NlYvL96y0,807,2948,3753, She talks about various ballet moves to do at the barre while the dancer demonstrates.
v_D-BRqQhL74Q,0,309,1315,Three girls are seen holding a rope with one walking away and two playing tug of war.
v_D-BRqQhL74Q,309,1008,1315, Two girls switch places and the final two compete against one another playing tug of war back and fourth.
v_d-cxJQcmBzA,0,63390,63478,A man is buffing the floor with a blue buffer.
v_d-cxJQcmBzA,0,8240,63478, Another man stands next to him watching.
v_d-cxJQcmBzA,2540,60850,63478, He goes over the tile with the buffer.
v_d-NsZZkxTa0,0,1545,1560,"A little girl is running around with a stick pushing and object, playing and having a lot of fun."
v_d-NsZZkxTa0,0,1030,1560, The little girl goes forward playing for around 10 meters and then she goes back running.
v_d-NsZZkxTa0,1030,531,1560, She touches a red plate and positions it and then runs again to the other side.
v_d-sWAcDYsbc,0,3190,212789,A young man sits down on a chair in front of a drum set.
v_d-sWAcDYsbc,3190,209680,212789,"  He begins playing the drums, which are located inside of a living room."
v_d-sWAcDYsbc,209680,2129,212789,  The playing continues until he puts down the drum sticks and looks at the camera with a shocked look.
v_d-sWAcDYsbc,210740,2129,212789, The video ends with the man getting up to turn off the camera.
v_d-uGSELb0N0,0,67660,67638,Several individuals are shown playing volleyball in a gymnasium from the right side of the net while other people are engaging in other activity in the background.
v_d-uGSELb0N0,13870,10830,67638, The camera pans left to show the team on the left side of the net.
v_d-uGSELb0N0,24360,43300,67638, The camera returns to the team on the right side.
v_D-XCWhvStd4,0,97,3911,We see the title screens for the video.
v_D-XCWhvStd4,97,234,3911, We see a person skiing.
v_D-XCWhvStd4,352,645,3911, We switch to a workshop and a list of tools.
v_D-XCWhvStd4,997,312,3911, We see a man adds a band on a ski and the ski sits on a contraption.
v_D-XCWhvStd4,1310,508,3911, A man brushes and rubs the ski.
v_D-XCWhvStd4,1819,391,3911, We see colorful wax and a man turning a dial.
v_D-XCWhvStd4,2230,841,3911, The man pours wax and we get instructions before he irons the wax on the ski.
v_D-XCWhvStd4,3091,508,3911, The man scrapes the wax and brushes the ski.
v_D-XCWhvStd4,3599,313,3911, We get a ski fact and the video end card shows.
v_D-y_N4u0uRQ,219,310,1824,A man enters a car holding a briefcase.
v_D-y_N4u0uRQ,529,830,1824," Then, the man smokes a cigarette in office, and a nurse gives him papers."
v_D-y_N4u0uRQ,1370,347,1824," After, an elegant woman smokes and then smile."
